UF,MUNICIPIO,ZONA,ELEITORES_TOTAL,ELEITORES_FEMININO,ELEITORES_MASCULINO,SECOES
RS,Taquara,55,41142,21696,19446,136
RS,Taquari,56,19070,10073,8997,68
RS,Taquaruçu do Sul,94,2813,1400,1413,10
RS,Tavares,122,4550,2273,2277,16
RS,Tenente Portela,101,10543,5511,5032,40
RS,Terra de Areia,77,7650,3970,3680,25
RS,Teutônia,125,25099,13225,11874,76
RS,Tio Hugo,117,2650,1326,1324,8
RS,Tiradentes do Sul,86,4695,2313,2382,17
RS,Toropi,81,2734,1331,1403,15
RS,Torres,85,32161,17207,14954,95
RS,Tramandaí,110,37555,20453,17102,111
RS,Travesseiro,104,1966,974,992,10
RS,Trindade do Sul,99,5764,2878,2886,18
RS,Triunfo,133,21743,11002,10741,71
RS,Três Arroios,20,2525,1238,1287,8
RS,Três Cachoeiras,85,8029,4080,3949,27
RS,Três Coroas,149,17152,8910,8242,59
RS,Três Forquilhas,85,3306,1569,1737,10
RS,Três Palmeiras,99,4039,2019,2020,13
RS,Três Passos,86,18149,9556,8593,65
RS,Três de Maio,89,18233,9558,8675,70
RS,Tucunduva,120,4715,2482,2233,23
RS,Tunas,154,3341,1598,1743,14
RS,Tupanci do Sul,103,1492,719,773,5
RS,Tupanciretã,87,15851,8366,7485,51
RS,Tupandi,11,4316,2114,2202,14
RS,Tuparendi,42,7061,3692,3369,26
RS,Turuçu,60,3409,1692,1717,11
RS,Ubiretama,96,1893,916,977,8
RS,Unistalda,44,2693,1342,1351,10
RS,União da Serra,22,1532,706,826,6
RS,Uruguaiana,57,83955,44649,39306,277
RS,Vacaria,58,46834,24882,21952,151
RS,Vale Real,165,4815,2384,2431,16
RS,Vale Verde,162,3310,1630,1680,11
RS,Vale do Sol,162,8035,4015,4020,30
RS,Vanini,138,2018,1007,1011,6
RS,Venâncio Aires,93,52648,27602,25046,170
RS,Vera Cruz,162,19082,9944,9138,67
RS,Veranópolis,88,18340,9658,8682,63
RS,Vespasiano Corrêa,67,2491,1195,1296,10
RS,Viadutos,3,4023,2001,2022,15
RS,Viamão,59,83926,45414,38512,249
RS,Viamão,72,75967,41343,34624,234
RS,Vicente Dutra,94,3805,1890,1915,16
RS,Victor Graeff,117,2500,1284,1216,8
RS,Vila Flores,88,3392,1674,1718,13
RS,Vila Lângaro,100,2170,1064,1106,10
RS,Vila Maria,62,3624,1830,1794,14
RS,Vila Nova do Sul,82,3768,1898,1870,15
RS,Vista Alegre,94,2616,1323,1293,9
RS,Vista Alegre do Prata,75,1648,776,872,5
RS,Vista Gaúcha,101,2635,1297,1338,12
RS,Vitória das Missões,45,3423,1672,1751,12
RS,Westfália,125,2629,1291,1338,9
RS,Xangri-lá,150,14390,7616,6774,42
RS,Água Santa,100,3303,1665,1638,13
RS,Áurea,3,3170,1569,1601,11
SC,Abdon Batista,52,2673,1297,1376,9
SC,Abelardo Luz,71,12496,6365,6131,44
SC,Agrolândia,57,8060,4160,3900,26
SC,Agronômica,102,4451,2217,2234,17
SC,Alfredo Wagner,4,7931,3926,4005,28
SC,Alto Bela Vista,9,1743,863,880,7
SC,Anchieta,82,4965,2487,2478,18
SC,Angelina,67,4988,2374,2614,21
SC,Anita Garibaldi,52,6859,3439,3420,27
SC,Anitápolis,67,3293,1623,1670,14
SC,Antônio Carlos,2,9188,4700,4488,27
SC,Apiúna,15,8279,4147,4132,35
SC,Arabutã,90,3906,1838,2068,13
SC,Araquari,27,27045,13761,13284,75
SC,Araranguá,1,53649,28369,25280,158
SC,Armazém,99,7141,3649,3492,23
SC,Arroio Trinta,36,3116,1595,1521,11
SC,Arvoredo,61,2611,1221,1390,9
SC,Ascurra,15,6435,3367,3068,23
SC,Atalanta,57,2926,1483,1443,13
SC,Aurora,102,5444,2670,2774,21
SC,Balneário Arroio do Silva,1,12718,6672,6046,36
SC,Balneário Barra do Sul,27,11171,5733,5438,32
SC,Balneário Camboriú,56,83591,46136,37455,235
SC,Balneário Camboriú,103,21859,11729,10130,72
SC,Balneário Gaivota,54,12383,6569,5814,36
SC,Balneário Piçarras,68,21860,11419,10441,69
SC,Balneário Rincão,79,13142,6818,6324,39
SC,Bandeirante,45,2929,1384,1545,10
SC,Barra Bonita,82,1830,871,959,7
SC,Barra Velha,68,27686,14574,13112,88
SC,Bela Vista do Toldo,8,5272,2548,2724,22
SC,Belmonte,45,2378,1175,1203,8
SC,Benedito Novo,32,8191,4076,4115,27
SC,Biguaçu,2,55640,29183,26457,163
SC,Blumenau,3,147903,78910,68993,427
SC,Blumenau,88,113180,59531,53649,313
SC,Bocaina do Sul,21,3109,1512,1597,12
SC,Bom Jardim da Serra,28,3865,1913,1952,14
SC,Bom Jesus,43,2564,1310,1254,8
SC,Bom Jesus do Oeste,83,1878,925,953,9
SC,Bom Retiro,4,6489,3314,3175,25
SC,Bombinhas,31,18558,9639,8919,53
SC,Botuverá,5,4710,2310,2400,18
SC,Braço do Norte,44,24938,13150,11788,76
SC,Braço do Trombudo,57,3282,1649,1633,11
SC,Brunópolis,7,2891,1417,1474,12
SC,Brusque,5,31320,16464,14856,88
SC,Brusque,86,66569,35276,31293,194
SC,Caibi,41,5309,2708,2601,19
SC,Calmon,6,3164,1546,1618,12
SC,Camboriú,103,59895,31868,28027,166
SC,Campo Alegre,30,9976,5009,4967,29
SC,Campo Belo do Sul,52,5916,2906,3010,23
SC,Campo Erê,69,7401,3840,3561,26
SC,Campos Novos,7,26496,13803,12693,90
SC,Canelinha,31,10012,5145,4867,31
SC,Canoinhas,8,42183,21761,20422,136
SC,Capinzal,37,16941,8657,8284,57
SC,Capivari de Baixo,99,17994,9711,8283,59
SC,Capão Alto,104,3143,1479,1664,11
SC,Catanduvas,18,8030,4180,3850,25
SC,Caxambu do Sul,70,4371,2171,2200,18
SC,Caçador,6,52749,27422,25327,174
SC,Celso Ramos,52,2765,1383,1382,9
SC,Cerro Negro,52,3205,1544,1661,13
SC,Chapadão do Lageado,39,2713,1301,1412,9
SC,Chapecó,35,80766,42758,38008,230
SC,Chapecó,94,78467,41258,37209,222
SC,Cocal do Sul,34,14597,7531,7066,48
SC,Concórdia,9,38701,20133,18568,126
SC,Concórdia,90,20701,10702,9999,68
SC,Cordilheira Alta,35,4111,2006,2105,12
SC,Coronel Freitas,94,7960,4065,3895,26
SC,Coronel Martins,49,2025,1002,1023,7
SC,Correia Pinto,93,11848,6092,5756,44
SC,Corupá,87,11807,6008,5799,39
SC,Criciúma,10,66367,35666,30701,195
SC,Criciúma,92,46895,25194,21701,137
SC,Criciúma,98,36675,19592,17083,112
SC,Cunha Porã,83,8790,4490,4300,29
SC,Cunhataí,70,1850,885,965,6
SC,Curitibanos,11,30947,16219,14728,105
SC,Descanso,45,7178,3578,3600,25
SC,Dionísio Cerqueira,50,11896,6178,5718,42
SC,Dona Emma,14,3464,1730,1734,11
SC,Doutor Pedrinho,32,3036,1547,1489,10
SC,Entre Rios,48,3065,1532,1533,10
SC,Ermo,42,2638,1277,1361,8
SC,Erval Velho,85,3844,1931,1913,13
SC,Faxinal dos Guedes,43,8574,4330,4244,27
SC,Flor do Sertão,58,1750,855,895,6
SC,Florianópolis,12,130825,71627,59198,411
SC,Florianópolis,13,137777,73678,64099,388
SC,Florianópolis,100,138192,74714,63478,390
SC,Formosa do Sul,78,2640,1313,1327,8
SC,Forquilhinha,98,21840,11175,10665,66
SC,Fraiburgo,77,25959,13487,12472,95
SC,Frei Rogério,11,2233,1067,1166,10
SC,Galvão,49,2772,1390,1382,12
SC,Garopaba,73,23161,12211,10950,69
SC,Garuva,105,12059,6093,5966,38
SC,Gaspar,64,50283,26492,23791,148
SC,Governador Celso Ramos,2,16614,8303,8311,50
SC,Gravatal,99,9295,4818,4477,35
SC,Grão-Pará,44,5544,2754,2790,22
SC,Guabiruba,5,16525,8430,8095,47
SC,Guaraciaba,82,8818,4371,4447,31
SC,Guaramirim,60,32586,16647,15939,98
SC,Guarujá do Sul,50,3943,2080,1863,14
SC,Guatambú,35,6157,2931,3226,20
SC,Herval d'Oeste,85,16584,8559,8025,57
SC,Ibiam,47,1951,986,965,6
SC,Ibicaré,47,2977,1456,1521,14
SC,Ibirama,14,15086,7745,7341,45
SC,Ilhota,64,12057,6187,5870,38
SC,Imaruí,62,9986,4981,5005,34
SC,Imbituba,73,40764,21427,19337,120
SC,Imbuia,39,5155,2598,2557,21
SC,Indaial,15,49489,25802,23687,153
SC,Iomerê,36,2876,1451,1425,9
SC,Ipira,37,3825,1978,1847,13
SC,Iporã do Oeste,65,7536,3786,3750,32
SC,Ipuaçu,71,5645,2805,2840,20
SC,Ipumirim,90,6075,3041,3034,19
SC,Iraceminha,58,3711,1819,1892,14
SC,Irani,90,7706,3971,3735,25
SC,Irati,78,2055,1012,1043,7
SC,Irineópolis,25,8167,4062,4105,29
SC,Itaiópolis,38,16345,8076,8269,54
SC,Itajaí,16,69296,37207,32089,212
SC,Itajaí,97,105403,55465,49938,306
SC,Itapema,91,55449,29703,25746,158
SC,Itapiranga,65,12118,6075,6043,42
SC,Itapoá,105,20547,10718,9829,57
SC,Ituporanga,39,19448,10096,9352,69
SC,Itá,61,5800,2853,2947,22
SC,Içara,79,42685,22212,20473,137
SC,Jaborá,18,3865,1923,1942,13
SC,Jacinto Machado,42,8971,4524,4447,29
SC,Jaguaruna,33,16087,8379,7708,55
SC,Jaraguá do Sul,17,59840,31236,28604,179
SC,Jaraguá do Sul,87,66229,34433,31796,196
SC,Jardinópolis,78,1697,846,851,6
SC,Joaçaba,18,21958,11670,10288,78
SC,Joinville,19,92228,48566,43662,253
SC,Joinville,76,99773,52540,47233,289
SC,Joinville,95,85687,45338,40349,258
SC,Joinville,96,83630,44009,39621,231
SC,Joinville,105,66195,34603,31592,192
SC,José Boiteux,14,4484,2249,2235,17
SC,Jupiá,49,2251,1106,1145,8
SC,Lacerdópolis,85,1968,1002,966,8
SC,Lages,21,46871,25243,21628,172
SC,Lages,93,29873,15892,13981,97
SC,Lages,104,46338,24466,21872,133
SC,Laguna,20,35717,18955,16762,122
SC,Lajeado Grande,48,1576,785,791,6
SC,Laurentino,102,5899,3020,2879,19
SC,Lauro Müller,23,12270,6278,5992,44
SC,Lebon Régis,77,8554,4318,4236,34
SC,Leoberto Leal,39,3249,1569,1680,13
SC,Lindóia do Sul,90,3857,1917,1940,14
SC,Lontras,102,9143,4715,4428,31
SC,Luiz Alves,106,9873,4899,4974,34
SC,Luzerna,18,4813,2444,2369,19
SC,Macieira,6,2388,1146,1242,7
SC,Mafra,22,41774,21454,20320,138
SC,Major Gercino,53,3270,1577,1693,12
SC,Major Vieira,8,6045,3019,3026,22
SC,Maracajá,1,6401,3221,3180,20
SC,Maravilha,58,20049,10484,9565,60
SC,Marema,48,2217,1096,1121,9
SC,Massaranduba,60,13153,6655,6498,44
SC,Matos Costa,25,2437,1165,1272,10
SC,Meleiro,42,5839,2936,2903,18
SC,Mirim Doce,46,2251,1119,1132,9
SC,Modelo,83,3454,1720,1734,12
SC,Mondaí,41,7260,3652,3608,28
SC,Monte Carlo,77,6892,3466,3426,24
SC,Monte Castelo,81,6897,3382,3515,26
SC,Morro Grande,42,2696,1313,1383,8
SC,Morro da Fumaça,34,13784,7146,6638,41
SC,Navegantes,106,62894,33014,29880,210
SC,Nova Erechim,66,4009,2019,1990,13
SC,Nova Itaberaba,66,3878,1853,2025,14
SC,Nova Trento,53,11167,5705,5462,36
SC,Nova Veneza,98,12216,6199,6017,39
SC,Novo Horizonte,49,2583,1238,1345,11
SC,Orleans,23,19051,9864,9187,61
SC,Otacílio Costa,93,12510,6391,6119,48
SC,Ouro,37,5663,2915,2748,22
SC,Ouro Verde,71,2028,992,1036,12
SC,Paial,94,2004,942,1062,7
SC,Painel,21,2576,1178,1398,12
SC,Palhoça,24,74847,39893,34954,204
SC,Palhoça,107,71622,37778,33844,198
SC,Palma Sola,69,5333,2687,2646,18
SC,Palmeira,93,3211,1529,1682,10
SC,Palmitos,41,12039,6210,5829,43
SC,Papanduva,81,14477,7211,7266,55
SC,Paraíso,82,3625,1780,1845,16
SC,Passo de Torres,54,8877,4590,4287,26
SC,Passos Maia,63,3445,1716,1729,12
SC,Paulo Lopes,107,7281,3722,3559,24
SC,Pedras Grandes,33,4140,2062,2078,19
SC,Penha,68,25164,13398,11766,76
SC,Peritiba,9,2835,1409,1426,10
SC,Pescaria Brava,20,8291,4229,4062,28
SC,Petrolândia,39,5397,2650,2747,20
SC,Pinhalzinho,66,15267,7994,7273,43
SC,Pinheiro Preto,47,2972,1482,1490,8
SC,Piratuba,37,5203,2643,2560,19
SC,Planalto Alegre,70,2870,1368,1502,11
SC,Pomerode,55,26452,13433,13019,79
SC,Ponte Alta,11,4038,2021,2017,18
SC,Ponte Alta do Norte,11,2665,1359,1306,8
SC,Ponte Serrada,63,8038,4149,3889,30
SC,Porto Belo,31,19137,10219,8918,55
SC,Porto União,25,25402,13205,12197,89
SC,Pouso Redondo,57,12077,6191,5886,37
SC,Praia Grande,54,6651,3405,3246,21
SC,Presidente Castello Branco,9,1658,811,847,6
SC,Presidente Getúlio,14,14046,7220,6826,42
SC,Presidente Nereu,102,2214,1081,1133,10
SC,Princesa,50,2569,1272,1297,9
SC,Quilombo,78,8014,4050,3964,24
SC,Rancho Queimado,67,3749,1854,1895,12
SC,Rio Fortuna,44,4342,2111,2231,16
SC,Rio Negrinho,74,31369,16124,15245,101
SC,Rio Rufino,4,2403,1160,1243,10
SC,Rio das Antas,6,5305,2594,2711,20
SC,Rio do Campo,46,5239,2550,2689,17
SC,Rio do Oeste,102,5942,2971,2971,25
SC,Rio do Sul,26,50149,26545,23604,151
SC,Rio dos Cedros,55,8730,4321,4409,30
SC,Riqueza,41,4002,1943,2059,16
SC,Rodeio,15,9199,4752,4447,35
SC,Romelândia,82,4099,2031,2068,18
SC,Salete,46,6231,3137,3094,22
SC,Saltinho,69,3263,1590,1673,11
SC,Salto Veloso,36,3460,1741,1719,11
SC,Sangão,33,8828,4509,4319,26
SC,Santa Cecília,51,12131,6238,5893,40
SC,Santa Helena,45,2211,1106,1105,7
SC,Santa Rosa de Lima,44,2015,970,1045,8
SC,Santa Rosa do Sul,54,7634,3880,3754,24
SC,Santa Terezinha,38,6547,3088,3459,25
SC,Santa Terezinha do Progresso,58,2442,1157,1285,10
SC,Santiago do Sul,78,1533,772,761,5
SC,Santo Amaro da Imperatriz,67,19626,10152,9474,69
SC,Saudades,66,7543,3739,3804,24
SC,Schroeder,17,13736,6929,6807,39
SC,Seara,61,13841,6976,6865,53
SC,Serra Alta,83,2793,1427,1366,10
SC,Siderópolis,92,11761,6061,5700,34
SC,Sombrio,54,21679,11449,10230,70
SC,Sul Brasil,83,2384,1151,1233,11
SC,São Bento do Sul,30,62904,32703,30201,184
SC,São Bernardino,69,2559,1232,1327,9
SC,São Bonifácio,67,2905,1425,1480,11
SC,São Carlos,70,8133,4140,3993,34
SC,São Cristóvão do Sul,11,3542,1823,1719,12
SC,São Domingos,49,7279,3749,3530,26
SC,São Francisco do Sul,27,41512,21520,19992,125
SC,São Joaquim,28,19174,9796,9378,73
SC,São José,29,97439,52684,44755,270
SC,São José,84,90983,49071,41912,275
SC,São José do Cedro,50,10828,5510,5318,36
SC,São José do Cerrito,104,7672,3725,3947,33
SC,São João Batista,53,22661,11670,10991,65
SC,São João do Itaperiú,68,4175,2034,2141,15
SC,São João do Oeste,65,5045,2483,2562,20
SC,São João do Sul,54,7337,3671,3666,24
SC,São Lourenço do Oeste,49,18713,9681,9032,61
SC,São Ludgero,44,9668,4952,4716,32
SC,São Martinho,99,3231,1561,1670,13
SC,São Miguel da Boa Vista,58,1720,827,893,5
SC,São Miguel do Oeste,45,31453,16732,14721,101
SC,São Pedro de Alcântara,29,4657,2289,2368,13
SC,Taió,46,14602,7449,7153,48
SC,Tangará,47,6573,3302,3271,26
SC,Tigrinhos,58,2043,994,1049,6
SC,Tijucas,31,34685,17928,16757,101
SC,Timbé do Sul,42,4507,2234,2273,15
SC,Timbó,32,34976,18238,16738,100
SC,Timbó Grande,51,5865,2912,2953,21
SC,Treviso,92,3965,1932,2033,13
SC,Treze Tílias,47,6264,3211,3053,21
SC,Treze de Maio,33,6499,3276,3223,20
SC,Trombudo Central,57,5436,2789,2647,18
SC,Três Barras,8,14902,7662,7240,46
SC,Tubarão,33,51651,27981,23670,154
SC,Tubarão,99,28813,15499,13314,94
SC,Tunápolis,65,3960,1970,1990,15
SC,Turvo,42,10241,5342,4899,32
SC,União do Oeste,78,2457,1189,1268,8
SC,Urubici,4,7969,4095,3874,30
SC,Urupema,28,2483,1233,1250,8
SC,Urussanga,34,17153,8997,8156,54
SC,Vargem,7,2620,1302,1318,11
SC,Vargem Bonita,63,3978,1989,1989,14
SC,Vargeão,63,2988,1508,1480,11
SC,Vidal Ramos,39,5288,2588,2700,21
SC,Videira,36,38398,20225,18173,116
SC,Vitor Meireles,14,4399,2148,2251,16
SC,Witmarsum,14,3511,1751,1760,11
SC,Xanxerê,43,34187,18191,15996,113
SC,Xavantina,61,3378,1583,1795,15
SC,Xaxim,48,22696,11883,10813,70
SC,Zortéa,37,3144,1611,1533,10
SC,Água Doce,85,5475,2654,2821,19
SC,Águas Frias,66,2533,1234,1299,10
SC,Águas Mornas,67,6396,3165,3231,26
SC,Águas de Chapecó,70,4686,2324,2362,20
SE,Amparo De São Francisco,19,3014,1527,1487,10
SE,Aquidabã,3,17126,8933,8193,68
SE,Aracaju,1,138093,76236,61857,413
SE,Aracaju,2,138774,78086,60688,537
SE,Aracaju,27,136639,75299,61340,416
SE,Arauá,4,9514,4860,4654,37
SE,Areia Branca,13,14904,7857,7047,54
SE,Barra dos Coqueiros,2,30664,16519,14145,111
SE,Boquim,4,21774,11445,10329,82
SE,Brejo Grande,15,8039,4064,3975,26
SE,Campo do Brito,24,15418,8196,7222,47
SE,Canhoba,8,4594,2246,2348,17
SE,Canindé de São Francisco,28,24182,12374,11808,77
SE,Capela,5,26795,13946,12849,87
SE,Carira,29,16799,8741,8058,59
SE,Carmópolis,14,12593,6584,6009,44
SE,Cedro de São João,3,5277,2752,2525,17
SE,Cristinápolis,30,14504,7636,6868,52
SE,Cumbe,16,4414,2232,2182,18
SE,Divina Pastora,14,4307,2218,2089,18
SE,Estância,6,49982,26468,23514,184
SE,Feira Nova,16,6171,3222,2949,26
SE,Frei Paulo,24,13274,7011,6263,39
SE,Gararu,8,9502,4748,4754,28
SE,General Maynard,14,3315,1711,1604,13
SE,Graccho Cardoso,3,6355,3198,3157,27
SE,Ilha das Flores,15,7582,3959,3623,29
SE,Indiaroba,35,13562,6947,6615,51
SE,Itabaiana,9,74814,40285,34529,283
SE,Itabaianinha,30,31695,16549,15146,112
SE,Itabi,8,4688,2416,2272,16
SE,Itaporanga d'Ajuda,31,29449,15309,14140,109
SE,Japaratuba,11,14667,7645,7022,55
SE,Japoatã,19,11313,5794,5519,54
SE,Lagarto,12,80559,42837,37722,318
SE,Laranjeiras,13,21819,11453,10366,80
SE,Macambira,24,6698,3458,3240,19
SE,Malhada dos Bois,5,4202,2119,2083,16
SE,Malhador,26,10158,5280,4878,45
SE,Maruim,14,13079,6856,6223,51
SE,Moita Bonita,26,9655,5078,4577,43
SE,Monte Alegre de Sergipe,18,12531,6322,6209,38
SE,Muribeca,5,7416,3793,3623,27
SE,Neópolis,15,14102,7330,6772,56
SE,Nossa Senhora Aparecida,26,7521,3807,3714,33
SE,Nossa Senhora da Glória,17,29623,15679,13944,109
SE,Nossa Senhora das Dores,16,20965,11142,9823,82
SE,Nossa Senhora de Lourdes,8,6117,3126,2991,17
SE,Nossa Senhora do Socorro,34,120706,65611,55095,379
SE,Pacatuba,15,11684,5943,5741,41
SE,Pedra Mole,29,3375,1678,1697,12
SE,Pedrinhas,4,7764,4098,3666,28
SE,Pinhão,29,5449,2801,2648,19
SE,Pirambu,11,8549,4278,4271,31
SE,Porto da Folha,18,24496,12414,12082,86
SE,Poço Redondo,28,21935,11203,10732,72
SE,Poço Verde,22,19176,9939,9237,73
SE,Propriá,19,19934,10709,9225,74
SE,Riachuelo,13,8218,4364,3854,30
SE,Riachão do Dantas,4,17376,8854,8522,75
SE,Ribeirópolis,26,14517,7610,6907,57
SE,Rosário do Catete,14,8872,4827,4045,31
SE,Salgado,31,17601,8999,8602,66
SE,Santa Luzia do Itanhy,35,12109,6305,5804,45
SE,Santa Rosa de Lima,26,4601,2380,2221,21
SE,Santana do São Francisco,15,6254,3280,2974,22
SE,Santo Amaro das Brotas,11,10344,5318,5026,41
SE,Simão Dias,22,36614,19271,17343,144
SE,Siriri,5,6762,3466,3296,26
SE,São Cristóvão,21,60691,32323,28368,199
SE,São Domingos,24,8417,4397,4020,25
SE,São Francisco,19,3736,1893,1843,13
SE,São Miguel do Aleixo,17,4008,2062,1946,23
SE,Telha,19,3588,1849,1739,14
SE,Tobias Barreto,23,41559,21941,19618,150
SE,Tomar do Geru,30,10262,5259,5003,40
SE,Umbaúba,35,19240,10244,8996,68
SP,Adamantina,157,25135,13297,11838,83
SP,Adolfo,64,3981,2021,1960,14
SP,Aguaí,122,23845,12317,11528,70
SP,Agudos,7,28505,14792,13713,96
SP,Alambari,52,5056,2505,2551,21
SP,Alfredo Marcondes,182,3952,1988,1964,11
SP,Altair,80,2959,1409,1550,11
SP,Altinópolis,202,12528,6466,6062,49
SP,Alto Alegre,289,3644,1819,1825,17
SP,Alumínio,131,13969,7073,6896,44
SP,Alvinlândia,47,2611,1338,1273,11
SP,Americana,158,77138,41292,35846,232
SP,Americana,384,101014,53152,47862,284
SP,Amparo,8,53192,27681,25511,167
SP,Américo Brasiliense,239,27013,13652,13361,103
SP,Américo de Campos,138,4730,2459,2271,15
SP,Analândia,245,4722,2324,2398,16
SP,Andradina,9,41971,22323,19648,142
SP,Angatuba,215,17617,9012,8605,57
SP,Anhembi,41,5513,2719,2794,19
SP,Anhumas,182,3286,1710,1576,10
SP,Aparecida,190,26570,14116,12454,89
SP,Aparecida d'Oeste,232,3759,1942,1817,12
SP,Apiaí,10,18515,9426,9089,71
SP,Aramina,50,4495,2360,2135,15
SP,Arandu,301,5445,2666,2779,16
SP,Arapeí,18,2503,1258,1245,8
SP,Araraquara,13,66933,35840,31093,265
SP,Araraquara,385,99660,53292,46368,336
SP,Araras,14,95281,49694,45587,285
SP,Araçariguama,131,17744,8992,8752,50
SP,Araçatuba,11,70090,37680,32410,230
SP,Araçatuba,299,72295,39118,33177,261
SP,Araçoiaba da Serra,294,25899,13426,12473,75
SP,Arco-Íris,143,2293,1134,1159,6
SP,Arealva,300,6325,3250,3075,21
SP,Areias,42,3473,1752,1721,12
SP,Areiópolis,129,8127,3980,4147,32
SP,Ariranha,111,6366,3216,3150,23
SP,Artur Nogueira,360,38098,19852,18246,113
SP,Arujá,335,69815,36503,33312,214
SP,Aspásia,427,1865,950,915,7
SP,Assis,15,68726,37004,31722,219
SP,Atibaia,16,115183,61265,53918,359
SP,Auriflama,225,10927,5733,5194,33
SP,Avanhandava,289,7328,3777,3551,27
SP,Avaré,17,63247,33243,30004,217
SP,Avaí,300,4104,2102,2002,17
SP,Bady Bassitt,126,16078,8555,7523,46
SP,Balbinos,95,1389,733,656,5
SP,Bananal,18,8150,4210,3940,27
SP,Barbosa,289,4958,2643,2315,22
SP,Bariri,19,22970,11926,11044,68
SP,Barra Bonita,200,28106,14658,13448,101
SP,Barra do Chapéu,10,4642,2218,2424,16
SP,Barra do Turvo,228,6309,3074,3235,24
SP,Barretos,21,83918,45066,38852,260
SP,Barrinha,135,23510,12158,11352,85
SP,Barueri,199,158497,87753,70744,425
SP,Barueri,386,134042,73660,60382,382
SP,Barão de Antonina,56,2894,1448,1446,10
SP,Bastos,184,16926,8829,8097,49
SP,Batatais,22,41529,21853,19676,146
SP,Bauru,23,107580,58580,49000,353
SP,Bauru,300,74617,40168,34449,251
SP,Bauru,387,90674,48876,41798,266
SP,Bebedouro,24,55727,29581,26146,181
SP,Bento de Abreu,146,2137,1082,1055,7
SP,Bernardino de Campos,114,7632,4014,3618,23
SP,Bertioga,272,51432,26811,24621,155
SP,Bilac,210,6257,3237,3020,21
SP,Birigui,25,83492,44537,38955,263
SP,Biritiba Mirim,319,24091,12172,11919,72
SP,Boa Esperança do Sul,107,9653,4992,4661,32
SP,Bocaina,241,8456,4321,4135,31
SP,Bofete,41,8772,4321,4451,25
SP,Boituva,369,46018,23859,22159,126
SP,Bom Jesus dos Perdões,16,18156,9305,8851,57
SP,Bom Sucesso de Itararé,57,3275,1617,1658,11
SP,Boracéia,86,3810,1888,1922,12
SP,Borborema,55,10586,5452,5134,32
SP,Borebi,161,2365,1226,1139,8
SP,Borá,12,1089,537,552,4
SP,Botucatu,26,108340,57455,50885,323
SP,Bragança Paulista,27,104814,55552,49262,304
SP,Bragança Paulista,298,23614,12402,11212,66
SP,Braúna,289,4199,2166,2033,15
SP,Brejo Alegre,25,2904,1457,1447,9
SP,Brodowski,204,16884,8888,7996,52
SP,Brotas,28,17612,9009,8603,57
SP,Buri,215,14745,7409,7336,49
SP,Buritama,214,12826,6736,6090,38
SP,Buritizal,50,4085,2131,1954,13
SP,Bálsamo,72,7324,3837,3487,20
SP,Cabreúva,59,35843,18464,17379,105
SP,Cabrália Paulista,159,3670,1812,1858,11
SP,Cachoeira Paulista,145,23670,12471,11199,80
SP,Caconde,30,13192,6801,6391,41
SP,Cafelândia,31,12118,6366,5752,41
SP,Caiabu,71,3321,1650,1671,13
SP,Caieiras,192,71312,37850,33462,195
SP,Caiuá,102,3775,1938,1837,15
SP,Cajamar,354,68403,35304,33099,207
SP,Cajati,228,21773,10881,10892,79
SP,Cajobi,171,7355,3713,3642,24
SP,Cajuru,32,18040,9337,8703,60
SP,Campina do Monte Alegre,215,4789,2395,2394,16
SP,Campinas,33,106727,57833,48894,360
SP,Campinas,274,124273,67253,57020,351
SP,Campinas,275,111563,59421,52142,309
SP,Campinas,378,146670,78019,68651,424
SP,Campinas,379,145341,78721,66620,415
SP,Campinas,380,110025,59623,50402,341
SP,Campinas,423,112828,60773,52055,327
SP,Campo Limpo Paulista,344,58632,30671,27961,213
SP,Campos Novos Paulista,83,3817,1906,1911,11
SP,Campos do Jordão,35,37457,19891,17566,131
SP,Cananéia,36,10203,5193,5010,44
SP,Canas,68,3883,2024,1859,12
SP,Canitar,313,4311,2193,2118,13
SP,Capela do Alto,140,14255,7277,6978,39
SP,Capivari,38,37030,19171,17859,124
SP,Capão Bonito,37,33802,17296,16506,125
SP,Caraguatatuba,206,102191,53959,48232,378
SP,Carapicuíba,303,131859,69548,62311,414
SP,Carapicuíba,388,157150,84361,72789,426
SP,Cardoso,224,9494,4902,4592,35
SP,Casa Branca,39,19287,10092,9195,66
SP,Castilho,9,15216,7811,7405,48
SP,Catanduva,40,85417,45674,39743,268
SP,Catiguá,179,5643,2845,2798,18
SP,Caçapava,29,71499,37243,34256,242
SP,Cedral,312,8242,4317,3925,24
SP,Cerqueira César,205,14680,7598,7082,43
SP,Cerquilho,355,35288,18421,16867,123
SP,Cesário Lange,355,13646,6878,6768,49
SP,Charqueada,244,13203,6605,6598,48
SP,Chavantes,313,8586,4456,4130,31
SP,Clementina,25,5235,2653,2582,17
SP,Colina,178,13866,7174,6692,39
SP,Colômbia,21,5747,2874,2873,17
SP,Conchal,75,20771,10658,10113,72
SP,Conchas,41,12487,6321,6166,38
SP,Cordeirópolis,243,19308,9934,9374,68
SP,Coroados,25,3953,2039,1914,13
SP,Coronel Macedo,236,3780,1889,1891,14
SP,Corumbataí,245,3503,1735,1768,15
SP,Cosmorama,138,6951,3559,3392,20
SP,Cosmópolis,360,43969,22611,21358,137
SP,Cotia,227,123885,65813,58072,371
SP,Cotia,286,66393,35056,31337,185
